车站编号,日期,时刻,进站量,出站量,客流量（进出）,环境温度,能耗值,hour,datetime,dayofweek,is_weekend,能耗值_lag1,能耗值_lag2,能耗值_rolling3_mean,能耗值_rolling3_std
图书馆站-环线,2024-08-17,12:00-13:00,757,662,1419,34.0,186,12,2024-08-17 12:00:00,5,1,184.0,182.0,184.0,2.0
图书馆站-环线,2024-08-17,13:00-14:00,853,905,1758,32.7,188,13,2024-08-17 13:00:00,5,1,186.0,184.0,186.0,2.0
图书馆站-环线,2024-08-17,14:00-15:00,840,889,1729,34.2,189,14,2024-08-17 14:00:00,5,1,188.0,186.0,187.66666666666666,1.5275252316519465
图书馆站-环线,2024-08-17,15:00-16:00,831,679,1510,35.5,189,15,2024-08-17 15:00:00,5,1,189.0,188.0,188.66666666666666,0.5773502691896258
图书馆站-环线,2024-08-17,16:00-17:00,1109,826,1935,34.5,193,16,2024-08-17 16:00:00,5,1,189.0,189.0,190.33333333333334,2.3094010767585034
图书馆站-环线,2024-08-17,17:00-18:00,1095,1195,2290,32.6,222,17,2024-08-17 17:00:00,5,1,193.0,189.0,201.33333333333334,18.0092568789868
图书馆站-环线,2024-08-17,18:00-19:00,764,1184,1948,31.6,237,18,2024-08-17 18:00:00,5,1,222.0,193.0,217.33333333333334,22.368132093076824
图书馆站-环线,2024-08-17,19:00-20:00,517,754,1271,28.5,216,19,2024-08-17 19:00:00,5,1,237.0,222.0,225.0,10.816653826391969
图书馆站-环线,2024-08-17,20:00-21:00,446,535,981,30.2,178,20,2024-08-17 20:00:00,5,1,216.0,237.0,210.33333333333334,29.90540642314251
图书馆站-环线,2024-08-17,21:00-22:00,345,472,817,29.9,154,21,2024-08-17 21:00:00,5,1,178.0,216.0,182.66666666666666,31.26233090051561
图书馆站-环线,2024-08-17,22:00-23:00,128,331,459,29.1,137,22,2024-08-17 22:00:00,5,1,154.0,178.0,156.33333333333334,20.5993527406405
图书馆站-环线,2024-08-17,23:00-24:00,10,79,89,26.1,126,23,2024-08-17 23:00:00,5,1,137.0,154.0,139.0,14.106735979665885
图书馆站-环线,2024-08-18,6:00-7:00,182,107,289,27.1,121,6,2024-08-18 06:00:00,6,1,126.0,137.0,128.0,8.18535277187245
图书馆站-环线,2024-08-18,7:00-8:00,923,815,1738,28.0,110,7,2024-08-18 07:00:00,6,1,121.0,126.0,119.0,8.18535277187245
图书馆站-环线,2024-08-18,8:00-9:00,1253,1284,2537,30.1,162,8,2024-08-18 08:00:00,6,1,110.0,121.0,131.0,27.40437921208944
图书馆站-环线,2024-08-18,9:00-10:00,817,1243,2060,29.5,181,9,2024-08-18 09:00:00,6,1,162.0,110.0,151.0,36.75595189897821
图书馆站-环线,2024-08-18,10:00-11:00,945,1021,1966,31.5,185,10,2024-08-18 10:00:00,6,1,181.0,162.0,176.0,12.288205727444508
图书馆站-环线,2024-08-18,11:00-12:00,902,755,1657,32.1,185,11,2024-08-18 11:00:00,6,1,185.0,181.0,183.66666666666666,2.3094010767585034
图书馆站-环线,2024-08-18,12:00-13:00,896,677,1573,33.2,186,12,2024-08-18 12:00:00,6,1,185.0,185.0,185.33333333333334,0.5773502691896258
图书馆站-环线,2024-08-18,13:00-14:00,732,932,1664,34.8,188,13,2024-08-18 13:00:00,6,1,186.0,185.0,186.33333333333334,1.5275252316519465
图书馆站-环线,2024-08-18,14:00-15:00,830,810,1640,34.7,189,14,2024-08-18 14:00:00,6,1,188.0,186.0,187.66666666666666,1.5275252316519465
图书馆站-环线,2024-08-18,15:00-16:00,939,881,1820,33.7,189,15,2024-08-18 15:00:00,6,1,189.0,188.0,188.66666666666666,0.5773502691896258
图书馆站-环线,2024-08-18,16:00-17:00,1209,877,2086,34.5,204,16,2024-08-18 16:00:00,6,1,189.0,189.0,194.0,8.660254037844387
图书馆站-环线,2024-08-18,17:00-18:00,1124,1307,2431,34.5,229,17,2024-08-18 17:00:00,6,1,204.0,189.0,207.33333333333334,20.207259421636902
图书馆站-环线,2024-08-18,18:00-19:00,966,1198,2164,36.2,244,18,2024-08-18 18:00:00,6,1,229.0,204.0,225.66666666666666,20.207259421636902
图书馆站-环线,2024-08-18,19:00-20:00,536,770,1306,35.0,221,19,2024-08-18 19:00:00,6,1,244.0,229.0,231.33333333333334,11.676186592091328
图书馆站-环线,2024-08-18,20:00-21:00,484,641,1125,29.5,181,20,2024-08-18 20:00:00,6,1,221.0,244.0,215.33333333333334,31.879983270593687
图书馆站-环线,2024-08-18,21:00-22:00,375,623,998,28.3,154,21,2024-08-18 21:00:00,6,1,181.0,221.0,185.33333333333334,33.70954365359064
图书馆站-环线,2024-08-18,22:00-23:00,130,346,476,27.4,137,22,2024-08-18 22:00:00,6,1,154.0,181.0,157.33333333333334,22.18858565419016
图书馆站-环线,2024-08-18,23:00-24:00,8,114,122,28.5,126,23,2024-08-18 23:00:00,6,1,137.0,154.0,139.0,14.106735979665885
图书馆站-环线,2024-08-19,6:00-7:00,224,98,322,27.7,118,6,2024-08-19 06:00:00,0,0,126.0,137.0,127.0,9.539392014169456
图书馆站-环线,2024-08-19,7:00-8:00,338,1229,1567,28.2,132,7,2024-08-19 07:00:00,0,0,118.0,126.0,125.33333333333333,7.023769168568492
图书馆站-环线,2024-08-19,8:00-9:00,1150,1396,2546,30.0,161,8,2024-08-19 08:00:00,0,0,132.0,118.0,137.0,21.93171219946131
图书馆站-环线,2024-08-19,9:00-10:00,714,1056,1770,32.8,189,9,2024-08-19 09:00:00,0,0,161.0,132.0,160.66666666666666,28.5014619508076
图书馆站-环线,2024-08-19,10:00-11:00,883,928,1811,31.9,184,10,2024-08-19 10:00:00,0,0,189.0,161.0,178.0,14.933184523068078
图书馆站-环线,2024-08-19,11:00-12:00,834,685,1519,33.2,180,11,2024-08-19 11:00:00,0,0,184.0,189.0,184.33333333333334,4.509249752822894
图书馆站-环线,2024-08-19,12:00-13:00,942,685,1627,35.3,178,12,2024-08-19 12:00:00,0,0,180.0,184.0,180.66666666666666,3.0550504633038935
图书馆站-环线,2024-08-19,13:00-14:00,577,812,1389,32.7,177,13,2024-08-19 13:00:00,0,0,178.0,180.0,178.33333333333334,1.5275252316519465
图书馆站-环线,2024-08-19,14:00-15:00,745,868,1613,34.9,176,14,2024-08-19 14:00:00,0,0,177.0,178.0,177.0,1.0
图书馆站-环线,2024-08-19,15:00-16:00,652,854,1506,35.3,176,15,2024-08-19 15:00:00,0,0,176.0,177.0,176.33333333333334,0.5773502691896258
图书馆站-环线,2024-08-19,16:00-17:00,794,900,1694,34.5,182,16,2024-08-19 16:00:00,0,0,176.0,176.0,178.0,3.4641016151377544
图书馆站-环线,2024-08-19,17:00-18:00,1270,1145,2415,33.7,208,17,2024-08-19 17:00:00,0,0,182.0,176.0,188.66666666666666,17.009801096230767
图书馆站-环线,2024-08-19,18:00-19:00,752,1085,1837,37.2,210,18,2024-08-19 18:00:00,0,0,208.0,182.0,200.0,15.620499351813308
图书馆站-环线,2024-08-19,19:00-20:00,480,666,1146,32.3,195,19,2024-08-19 19:00:00,0,0,210.0,208.0,204.33333333333334,8.144527815247077
图书馆站-环线,2024-08-19,20:00-21:00,429,507,936,30.6,162,20,2024-08-19 20:00:00,0,0,195.0,210.0,189.0,24.55605831561735
图书馆站-环线,2024-08-19,21:00-22:00,177,572,749,30.9,141,21,2024-08-19 21:00:00,0,0,162.0,195.0,166.0,27.2213151776324
图书馆站-环线,2024-08-19,22:00-23:00,118,325,443,28.8,126,22,2024-08-19 22:00:00,0,0,141.0,162.0,143.0,18.083141320025124
图书馆站-环线,2024-08-19,23:00-24:00,9,92,101,27.0,117,23,2024-08-19 23:00:00,0,0,126.0,141.0,128.0,12.12435565298214
图书馆站-环线,2024-08-20,6:00-7:00,320,135,455,27.7,111,6,2024-08-20 06:00:00,1,0,117.0,126.0,118.0,7.54983443527075
图书馆站-环线,2024-08-20,7:00-8:00,1137,1158,2295,30.6,148,7,2024-08-20 07:00:00,1,0,111.0,117.0,125.33333333333333,19.857828011475306
图书馆站-环线,2024-08-20,8:00-9:00,902,1701,2603,29.6,187,8,2024-08-20 08:00:00,1,0,148.0,111.0,148.66666666666666,38.004385711827176
图书馆站-环线,2024-08-20,9:00-10:00,754,1051,1805,31.2,207,9,2024-08-20 09:00:00,1,0,187.0,148.0,180.66666666666666,30.0055550412475
图书馆站-环线,2024-08-20,10:00-11:00,839,950,1789,29.7,195,10,2024-08-20 10:00:00,1,0,207.0,187.0,196.33333333333334,10.066445913694333
图书馆站-环线,2024-08-20,11:00-12:00,797,672,1469,37.8,186,11,2024-08-20 11:00:00,1,0,195.0,207.0,196.0,10.535653752852738
图书馆站-环线,2024-08-20,12:00-13:00,830,692,1522,36.4,181,12,2024-08-20 12:00:00,1,0,186.0,195.0,187.33333333333334,7.094598884597588
图书馆站-环线,2024-08-20,13:00-14:00,771,837,1608,33.5,178,13,2024-08-20 13:00:00,1,0,181.0,186.0,181.66666666666666,4.041451884327381
图书馆站-环线,2024-08-20,14:00-15:00,735,767,1502,35.8,178,14,2024-08-20 14:00:00,1,0,178.0,181.0,179.0,1.7320508075688772
图书馆站-环线,2024-08-20,15:00-16:00,733,656,1389,35.7,176,15,2024-08-20 15:00:00,1,0,178.0,178.0,177.33333333333334,1.1547005383792515
图书馆站-环线,2024-08-20,16:00-17:00,1072,1001,2073,34.1,182,16,2024-08-20 16:00:00,1,0,176.0,178.0,178.66666666666666,3.0550504633038935
图书馆站-环线,2024-08-20,17:00-18:00,1158,928,2086,33.0,209,17,2024-08-20 17:00:00,1,0,182.0,176.0,189.0,17.578395831246947
图书馆站-环线,2024-08-20,18:00-19:00,1053,1390,2443,32.7,232,18,2024-08-20 18:00:00,1,0,209.0,182.0,207.66666666666666,25.026652459594615
图书馆站-环线,2024-08-20,19:00-20:00,502,762,1264,32.4,207,19,2024-08-20 19:00:00,1,0,232.0,209.0,216.0,13.892443989449804
图书馆站-环线,2024-08-20,20:00-21:00,377,567,944,30.0,169,20,2024-08-20 20:00:00,1,0,207.0,232.0,202.66666666666666,31.722757341273685
图书馆站-环线,2024-08-20,21:00-22:00,378,566,944,31.1,145,21,2024-08-20 21:00:00,1,0,169.0,207.0,173.66666666666666,31.26233090051561
图书馆站-环线,2024-08-20,22:00-23:00,112,334,446,28.7,129,22,2024-08-20 22:00:00,1,0,145.0,169.0,147.66666666666666,20.13289182738867
图书馆站-环线,2024-08-20,23:00-24:00,8,78,86,26.4,118,23,2024-08-20 23:00:00,1,0,129.0,145.0,130.66666666666666,13.576941236277534
图书馆站-环线,2024-08-21,6:00-7:00,248,146,394,27.3,111,6,2024-08-21 06:00:00,2,0,118.0,129.0,119.33333333333333,9.073771725877467
图书馆站-环线,2024-08-21,7:00-8:00,1044,628,1672,29.0,168,7,2024-08-21 07:00:00,2,0,111.0,118.0,132.33333333333334,31.085902485424697
图书馆站-环线,2024-08-21,8:00-9:00,1251,1599,2850,29.3,214,8,2024-08-21 08:00:00,2,0,168.0,111.0,164.33333333333334,51.597803570823956
图书馆站-环线,2024-08-21,9:00-10:00,745,1311,2056,29.6,217,9,2024-08-21 09:00:00,2,0,214.0,168.0,199.66666666666666,27.465129406819358
图书馆站-环线,2024-08-21,10:00-11:00,781,771,1552,31.8,199,10,2024-08-21 10:00:00,2,0,217.0,214.0,210.0,9.643650760992955
图书馆站-环线,2024-08-21,11:00-12:00,754,721,1475,30.9,189,11,2024-08-21 11:00:00,2,0,199.0,217.0,201.66666666666666,14.189197769195175
图书馆站-环线,2024-08-21,12:00-13:00,601,669,1270,36.4,182,12,2024-08-21 12:00:00,2,0,189.0,199.0,190.0,8.54400374531753
图书馆站-环线,2024-08-21,13:00-14:00,820,873,1693,33.9,179,13,2024-08-21 13:00:00,2,0,182.0,189.0,183.33333333333334,5.131601439446884
图书馆站-环线,2024-08-21,14:00-15:00,688,743,1431,34.7,177,14,2024-08-21 14:00:00,2,0,179.0,182.0,179.33333333333334,2.5166114784235836
图书馆站-环线,2024-08-21,15:00-16:00,873,865,1738,35.4,176,15,2024-08-21 15:00:00,2,0,177.0,179.0,177.33333333333334,1.5275252316519465
图书馆站-环线,2024-08-21,16:00-17:00,1028,871,1899,37.0,186,16,2024-08-21 16:00:00,2,0,176.0,177.0,179.66666666666666,5.507570547286102
图书馆站-环线,2024-08-21,17:00-18:00,852,1233,2085,33.1,211,17,2024-08-21 17:00:00,2,0,186.0,176.0,191.0,18.027756377319946
图书馆站-环线,2024-08-21,18:00-19:00,748,1025,1773,33.2,227,18,2024-08-21 18:00:00,2,0,211.0,186.0,208.0,20.663978319771825
图书馆站-环线,2024-08-21,19:00-20:00,470,739,1209,32.7,205,19,2024-08-21 19:00:00,2,0,227.0,211.0,214.33333333333334,11.372481406154654
图书馆站-环线,2024-08-21,20:00-21:00,422,531,953,28.7,168,20,2024-08-21 20:00:00,2,0,205.0,227.0,200.0,29.816103031751148
图书馆站-环线,2024-08-21,21:00-22:00,262,535,797,29.5,143,21,2024-08-21 21:00:00,2,0,168.0,205.0,172.0,31.192947920964443
图书馆站-环线,2024-08-21,22:00-23:00,120,235,355,28.8,128,22,2024-08-21 22:00:00,2,0,143.0,168.0,146.33333333333334,20.207259421636902
图书馆站-环线,2024-08-21,23:00-24:00,9,94,103,26.3,118,23,2024-08-21 23:00:00,2,0,128.0,143.0,129.66666666666666,12.583057392117915
图书馆站-环线,2024-08-22,6:00-7:00,236,120,356,27.7,112,6,2024-08-22 06:00:00,3,0,118.0,128.0,119.33333333333333,8.082903768654761
图书馆站-环线,2024-08-22,7:00-8:00,292,604,896,29.4,144,7,2024-08-22 07:00:00,3,0,112.0,118.0,124.66666666666667,17.009801096230767
图书馆站-环线,2024-08-22,8:00-9:00,1200,849,2049,30.8,166,8,2024-08-22 08:00:00,3,0,144.0,112.0,140.66666666666666,27.15388247255507
图书馆站-环线,2024-08-22,9:00-10:00,652,1159,1811,30.9,219,9,2024-08-22 09:00:00,3,0,166.0,144.0,176.33333333333334,38.552993831002716
图书馆站-环线,2024-08-22,10:00-11:00,842,790,1632,33.1,200,10,2024-08-22 10:00:00,3,0,219.0,166.0,195.0,26.851443164195103
图书馆站-环线,2024-08-22,11:00-12:00,848,703,1551,32.8,189,11,2024-08-22 11:00:00,3,0,200.0,219.0,202.66666666666666,15.176736583776282
图书馆站-环线,2024-08-22,12:00-13:00,842,587,1429,32.0,184,12,2024-08-22 12:00:00,3,0,189.0,200.0,191.0,8.18535277187245
图书馆站-环线,2024-08-22,13:00-14:00,770,824,1594,34.1,181,13,2024-08-22 13:00:00,3,0,184.0,189.0,184.66666666666666,4.041451884327381
图书馆站-环线,2024-08-22,14:00-15:00,730,766,1496,32.4,179,14,2024-08-22 14:00:00,3,0,181.0,184.0,181.33333333333334,2.5166114784235836
图书馆站-环线,2024-08-22,15:00-16:00,792,476,1268,33.7,178,15,2024-08-22 15:00:00,3,0,179.0,181.0,179.33333333333334,1.5275252316519465
图书馆站-环线,2024-08-22,16:00-17:00,985,929,1914,33.1,164,16,2024-08-22 16:00:00,3,0,178.0,179.0,173.66666666666666,8.386497083606082
图书馆站-环线,2024-08-22,17:00-18:00,921,968,1889,32.0,198,17,2024-08-22 17:00:00,3,0,164.0,178.0,180.0,17.08800749063506
图书馆站-环线,2024-08-22,18:00-19:00,916,952,1868,36.4,227,18,2024-08-22 18:00:00,3,0,198.0,164.0,196.33333333333334,31.533051443419385
图书馆站-环线,2024-08-22,19:00-20:00,464,730,1194,33.0,205,19,2024-08-22 19:00:00,3,0,227.0,198.0,210.0,15.132745950421556
图书馆站-环线,2024-08-22,20:00-21:00,485,591,1076,31.6,168,20,2024-08-22 20:00:00,3,0,205.0,227.0,200.0,29.816103031751148
图书馆站-环线,2024-08-22,21:00-22:00,403,533,936,27.6,143,21,2024-08-22 21:00:00,3,0,168.0,205.0,172.0,31.192947920964443
图书馆站-环线,2024-08-22,22:00-23:00,110,187,297,28.5,127,22,2024-08-22 22:00:00,3,0,143.0,168.0,146.0,20.663978319771825
图书馆站-环线,2024-08-22,23:00-24:00,10,126,136,28.2,117,23,2024-08-22 23:00:00,3,0,127.0,143.0,129.0,13.114877048604
图书馆站-环线,2024-08-23,6:00-7:00,112,172,284,28.4,112,6,2024-08-23 06:00:00,4,0,117.0,127.0,118.66666666666667,7.637626158259734
图书馆站-环线,2024-08-23,7:00-8:00,464,1201,1665,30.5,166,7,2024-08-23 07:00:00,4,0,112.0,117.0,131.66666666666666,29.83845393671283
图书馆站-环线,2024-08-23,8:00-9:00,676,1269,1945,28.7,171,8,2024-08-23 08:00:00,4,0,166.0,112.0,149.66666666666666,32.715949219506584
图书馆站-环线,2024-08-23,9:00-10:00,705,1233,1938,31.3,211,9,2024-08-23 09:00:00,4,0,171.0,166.0,182.66666666666666,24.664414311581236
图书馆站-环线,2024-08-23,10:00-11:00,820,846,1666,32.3,195,10,2024-08-23 10:00:00,4,0,211.0,171.0,192.33333333333334,20.13289182738867
图书馆站-环线,2024-08-23,11:00-12:00,852,727,1579,33.0,187,11,2024-08-23 11:00:00,4,0,195.0,211.0,197.66666666666666,12.220201853215572
图书馆站-环线,2024-08-23,12:00-13:00,744,782,1526,33.9,182,12,2024-08-23 12:00:00,4,0,187.0,195.0,188.0,6.557438524302
图书馆站-环线,2024-08-23,13:00-14:00,668,754,1422,37.6,181,13,2024-08-23 13:00:00,4,0,182.0,187.0,183.33333333333334,3.2145502536643185
图书馆站-环线,2024-08-23,14:00-15:00,712,878,1590,36.7,178,14,2024-08-23 14:00:00,4,0,181.0,182.0,180.33333333333334,2.081665999466133
图书馆站-环线,2024-08-23,15:00-16:00,754,707,1461,36.3,177,15,2024-08-23 15:00:00,4,0,178.0,181.0,178.66666666666666,2.081665999466133
图书馆站-环线,2024-08-23,16:00-17:00,755,776,1531,37.5,176,16,2024-08-23 16:00:00,4,0,177.0,178.0,177.0,1.0
图书馆站-环线,2024-08-23,17:00-18:00,1147,1164,2311,34.7,205,17,2024-08-23 17:00:00,4,0,176.0,177.0,186.0,16.46207763315433
图书馆站-环线,2024-08-23,18:00-19:00,834,1245,2079,33.8,206,18,2024-08-23 18:00:00,4,0,205.0,176.0,195.66666666666666,17.03917055884274
图书馆站-环线,2024-08-23,19:00-20:00,507,704,1211,33.1,192,19,2024-08-23 19:00:00,4,0,206.0,205.0,201.0,7.810249675906654
图书馆站-环线,2024-08-23,20:00-21:00,381,533,914,28.5,160,20,2024-08-23 20:00:00,4,0,192.0,206.0,186.0,23.57965224510319
图书馆站-环线,2024-08-23,21:00-22:00,379,618,997,30.6,139,21,2024-08-23 21:00:00,4,0,160.0,192.0,163.66666666666666,26.689573494781314
图书馆站-环线,2024-08-23,22:00-23:00,121,293,414,28.5,125,22,2024-08-23 22:00:00,4,0,139.0,160.0,141.33333333333334,17.616280348965084
图书馆站-环线,2024-08-23,23:00-24:00,12,113,125,27.4,116,23,2024-08-23 23:00:00,4,0,125.0,139.0,126.66666666666667,11.590225767142474
图书馆站-环线,2024-08-24,6:00-7:00,365,154,519,27.0,114,6,2024-08-24 06:00:00,5,1,116.0,125.0,118.33333333333333,5.859465277082315
图书馆站-环线,2024-08-24,7:00-8:00,791,1088,1879,29.9,123,7,2024-08-24 07:00:00,5,1,114.0,116.0,117.66666666666667,4.725815626252608
图书馆站-环线,2024-08-24,8:00-9:00,913,1221,2134,27.4,154,8,2024-08-24 08:00:00,5,1,123.0,114.0,130.33333333333334,20.984120980716188
图书馆站-环线,2024-08-24,9:00-10:00,852,1347,2199,29.9,204,9,2024-08-24 09:00:00,5,1,154.0,123.0,160.33333333333334,40.86971168644738
图书馆站-环线,2024-08-24,10:00-11:00,878,974,1852,31.6,197,10,2024-08-24 10:00:00,5,1,204.0,154.0,185.0,27.073972741361768
图书馆站-环线,2024-08-24,11:00-12:00,829,722,1551,31.8,193,11,2024-08-24 11:00:00,5,1,197.0,204.0,198.0,5.5677643628300215
图书馆站-环线,2024-08-24,12:00-13:00,933,714,1647,32.3,191,12,2024-08-24 12:00:00,5,1,193.0,197.0,193.66666666666666,3.0550504633038935
图书馆站-环线,2024-08-24,13:00-14:00,817,863,1680,31.6,190,13,2024-08-24 13:00:00,5,1,191.0,193.0,191.33333333333334,1.5275252316519465
图书馆站-环线,2024-08-24,14:00-15:00,793,843,1636,37.1,190,14,2024-08-24 14:00:00,5,1,190.0,191.0,190.33333333333334,0.5773502691896258
图书馆站-环线,2024-08-24,15:00-16:00,949,952,1901,37.8,189,15,2024-08-24 15:00:00,5,1,190.0,190.0,189.66666666666666,0.5773502691896258
图书馆站-环线,2024-08-24,16:00-17:00,1077,994,2071,33.1,200,16,2024-08-24 16:00:00,5,1,189.0,190.0,193.0,6.082762530298219
图书馆站-环线,2024-08-24,17:00-18:00,1190,1049,2239,34.8,226,17,2024-08-24 17:00:00,5,1,200.0,189.0,205.0,19.0
图书馆站-环线,2024-08-24,18:00-19:00,1011,1532,2543,31.2,244,18,2024-08-24 18:00:00,5,1,226.0,200.0,223.33333333333334,22.12088003071608
图书馆站-环线,2024-08-24,19:00-20:00,572,814,1386,33.7,220,19,2024-08-24 19:00:00,5,1,244.0,226.0,230.0,12.489995996796797
图书馆站-环线,2024-08-24,20:00-21:00,404,644,1048,31.9,180,20,2024-08-24 20:00:00,5,1,220.0,244.0,214.66666666666666,32.331615074619044
图书馆站-环线,2024-08-24,21:00-22:00,321,642,963,29.5,155,21,2024-08-24 21:00:00,5,1,180.0,220.0,185.0,32.78719262151
图书馆站-环线,2024-08-24,22:00-23:00,123,309,432,29.4,138,22,2024-08-24 22:00:00,5,1,155.0,180.0,157.66666666666666,21.1266025033211
图书馆站-环线,2024-08-24,23:00-24:00,14,166,180,28.3,127,23,2024-08-24 23:00:00,5,1,138.0,155.0,140.0,14.106735979665885
图书馆站-环线,2024-08-25,6:00-7:00,359,120,479,28.3,121,6,2024-08-25 06:00:00,6,1,127.0,138.0,128.66666666666666,8.621678104251709
图书馆站-环线,2024-08-25,7:00-8:00,955,816,1771,28.3,209,7,2024-08-25 07:00:00,6,1,121.0,127.0,152.33333333333334,49.166384179979445
图书馆站-环线,2024-08-25,8:00-9:00,1326,1888,3214,29.5,249,8,2024-08-25 08:00:00,6,1,209.0,121.0,193.0,65.4828221749796
图书馆站-环线,2024-08-25,9:00-10:00,789,1018,1807,33.3,253,9,2024-08-25 09:00:00,6,1,249.0,209.0,237.0,24.331050121192877
图书馆站-环线,2024-08-25,10:00-11:00,843,896,1739,32.0,228,10,2024-08-25 10:00:00,6,1,253.0,249.0,243.33333333333334,13.428824718989123
图书馆站-环线,2024-08-25,11:00-12:00,871,706,1577,31.2,212,11,2024-08-25 11:00:00,6,1,228.0,253.0,231.0,20.663978319771825
图书馆站-环线,2024-08-25,12:00-13:00,786,711,1497,34.3,202,12,2024-08-25 12:00:00,6,1,212.0,228.0,214.0,13.114877048604
图书馆站-环线,2024-08-25,13:00-14:00,870,896,1766,36.0,197,13,2024-08-25 13:00:00,6,1,202.0,212.0,203.66666666666666,7.637626158259733
图书馆站-环线,2024-08-25,14:00-15:00,767,867,1634,35.4,194,14,2024-08-25 14:00:00,6,1,197.0,202.0,197.66666666666666,4.041451884327381
图书馆站-环线,2024-08-25,15:00-16:00,896,802,1698,34.6,191,15,2024-08-25 15:00:00,6,1,194.0,197.0,194.0,3.0
图书馆站-环线,2024-08-25,16:00-17:00,1187,963,2150,37.4,192,16,2024-08-25 16:00:00,6,1,191.0,194.0,192.33333333333334,1.5275252316519468
图书馆站-环线,2024-08-25,17:00-18:00,1344,1206,2550,35.0,223,17,2024-08-25 17:00:00,6,1,192.0,191.0,202.0,18.193405398660254
图书馆站-环线,2024-08-25,18:00-19:00,853,1595,2448,32.9,245,18,2024-08-25 18:00:00,6,1,223.0,192.0,220.0,26.627053911388696
图书馆站-环线,2024-08-25,19:00-20:00,564,776,1340,32.0,222,19,2024-08-25 19:00:00,6,1,245.0,223.0,230.0,13.0
图书馆站-环线,2024-08-25,20:00-21:00,396,632,1028,34.2,181,20,2024-08-25 20:00:00,6,1,222.0,245.0,216.0,32.41913015489465
图书馆站-环线,2024-08-25,21:00-22:00,388,612,1000,29.8,155,21,2024-08-25 21:00:00,6,1,181.0,222.0,186.0,33.77869150810907
图书馆站-环线,2024-08-25,22:00-23:00,133,297,430,29.9,138,22,2024-08-25 22:00:00,6,1,155.0,181.0,158.0,21.656407827707714
图书馆站-环线,2024-08-25,23:00-24:00,13,109,122,26.6,127,23,2024-08-25 23:00:00,6,1,138.0,155.0,140.0,14.106735979665885
图书馆站-环线,2024-08-26,6:00-7:00,158,80,238,27.2,118,6,2024-08-26 06:00:00,0,0,127.0,138.0,127.66666666666667,10.016652800877813
图书馆站-环线,2024-08-26,7:00-8:00,463,1160,1623,29.3,107,7,2024-08-26 07:00:00,0,0,118.0,127.0,117.33333333333333,10.016652800877813
图书馆站-环线,2024-08-26,8:00-9:00,973,2020,2993,29.6,149,8,2024-08-26 08:00:00,0,0,107.0,118.0,124.66666666666667,21.77919496522618
图书馆站-环线,2024-08-26,9:00-10:00,756,1024,1780,28.8,173,9,2024-08-26 09:00:00,0,0,149.0,107.0,143.0,33.406586176980134
图书馆站-环线,2024-08-26,10:00-11:00,842,760,1602,30.9,173,10,2024-08-26 10:00:00,0,0,173.0,149.0,165.0,13.856406460551018
图书馆站-环线,2024-08-26,11:00-12:00,820,706,1526,31.0,173,11,2024-08-26 11:00:00,0,0,173.0,173.0,173.0,0.0
图书馆站-环线,2024-08-26,12:00-13:00,874,687,1561,33.9,174,12,2024-08-26 12:00:00,0,0,173.0,173.0,173.33333333333334,0.5773502691896258
图书馆站-环线,2024-08-26,13:00-14:00,645,849,1494,35.4,176,13,2024-08-26 13:00:00,0,0,174.0,173.0,174.33333333333334,1.5275252316519465
图书馆站-环线,2024-08-26,14:00-15:00,745,844,1589,34.7,176,14,2024-08-26 14:00:00,0,0,176.0,174.0,175.33333333333334,1.1547005383792515
图书馆站-环线,2024-08-26,15:00-16:00,852,699,1551,33.8,176,15,2024-08-26 15:00:00,0,0,176.0,176.0,176.0,0.0
图书馆站-环线,2024-08-26,16:00-17:00,1264,1010,2274,34.3,161,16,2024-08-26 16:00:00,0,0,176.0,176.0,171.0,8.660254037844387
图书馆站-环线,2024-08-26,17:00-18:00,1258,1188,2446,34.8,196,17,2024-08-26 17:00:00,0,0,161.0,176.0,177.66666666666666,17.559422921421234
图书馆站-环线,2024-08-26,18:00-19:00,891,1242,2133,32.4,205,18,2024-08-26 18:00:00,0,0,196.0,161.0,187.33333333333334,23.24507116214819
图书馆站-环线,2024-08-26,19:00-20:00,482,704,1186,32.9,192,19,2024-08-26 19:00:00,0,0,205.0,196.0,197.66666666666666,6.6583281184793925
图书馆站-环线,2024-08-26,20:00-21:00,392,647,1039,29.4,160,20,2024-08-26 20:00:00,0,0,192.0,205.0,185.66666666666666,23.158871590242327
图书馆站-环线,2024-08-26,21:00-22:00,308,571,879,30.0,139,21,2024-08-26 21:00:00,0,0,160.0,192.0,163.66666666666666,26.689573494781314
图书馆站-环线,2024-08-26,22:00-23:00,105,278,383,28.6,125,22,2024-08-26 22:00:00,0,0,139.0,160.0,141.33333333333334,17.616280348965084
图书馆站-环线,2024-08-26,23:00-24:00,13,106,119,27.6,116,23,2024-08-26 23:00:00,0,0,125.0,139.0,126.66666666666667,11.590225767142474
图书馆站-环线,2024-08-27,6:00-7:00,329,154,483,28.1,111,6,2024-08-27 06:00:00,1,0,116.0,125.0,117.33333333333333,7.094598884597588
图书馆站-环线,2024-08-27,7:00-8:00,637,721,1358,29.6,140,7,2024-08-27 07:00:00,1,0,111.0,116.0,122.33333333333333,15.50268793897798
图书馆站-环线,2024-08-27,8:00-9:00,375,1446,1821,29.5,175,8,2024-08-27 08:00:00,1,0,140.0,111.0,142.0,32.046840717924134
